Date,Open,High,Low,Close,Adj Close,Volume
2022-07-19,197.500000,219.000000,192.330002,197.500000,195.953293,158687
2022-07-20,197.500000,205.000000,196.699997,200.000000,198.433716,25890
2022-07-21,200.000000,200.998993,196.800003,200.000000,198.433716,3577
2022-07-22,200.000000,199.990005,195.000000,197.500000,195.953293,16779
2022-07-25,197.500000,200.000000,195.000000,197.500000,195.953293,1300
2022-07-26,197.500000,200.000000,195.000000,197.500000,195.953293,669
2022-07-27,197.500000,196.000000,195.000000,195.000000,193.472870,2699
2022-07-28,195.000000,193.800003,190.000000,195.000000,193.472870,12016
2022-07-29,195.000000,200.000000,186.300003,200.000000,198.433716,9596
2022-08-01,190.000000,195.000000,184.552994,190.000000,188.512039,8581
2022-08-02,190.000000,195.000000,187.000000,190.000000,188.512039,3003
2022-08-03,190.000000,190.449997,177.000000,182.500000,181.070770,50290
2022-08-04,182.500000,185.000000,180.000000,182.500000,181.070770,25284
2022-08-05,182.500000,185.000000,166.000000,170.000000,168.668671,47450
2022-08-08,170.000000,173.500000,167.550003,170.000000,168.668671,8557
2022-08-09,172.500000,175.000000,172.000000,170.000000,168.668671,402
2022-08-10,170.000000,168.800003,162.550003,167.500000,166.188248,27677
2022-08-11,167.500000,180.000000,166.699997,175.000000,173.629501,32690
2022-08-12,175.000000,180.000000,171.000000,175.000000,173.629501,21598
2022-08-15,175.000000,177.500000,170.000000,175.000000,173.629501,29273
2022-08-16,175.000000,180.000000,172.664993,175.000000,173.629501,5753
2022-08-17,175.000000,173.899994,172.664993,175.000000,173.629501,7588
2022-08-18,175.000000,180.000000,172.664993,175.000000,173.629501,10237
2022-08-19,175.000000,173.699997,172.664993,175.000000,173.629501,10148
2022-08-22,175.000000,180.000000,180.000000,175.000000,173.629501,2
2022-08-23,175.000000,173.199997,172.664993,175.000000,173.629501,2611
2022-08-24,175.000000,172.664993,171.755005,175.000000,173.629501,52105
2022-08-25,175.000000,174.100006,170.000000,175.000000,173.629501,5214
2022-08-26,175.000000,175.199997,171.755005,175.000000,173.629501,56554
2022-08-30,175.000000,180.000000,172.054993,175.000000,173.629501,7
2022-08-31,175.000000,180.000000,174.500000,175.000000,173.629501,9595
2022-09-01,175.000000,180.000000,171.139999,175.000000,173.629501,46032
2022-09-02,175.000000,179.000000,171.139999,177.500000,176.109924,6100
2022-09-05,177.500000,179.750000,175.000000,177.500000,176.109924,11073
2022-09-06,177.500000,199.899994,177.770004,190.000000,188.512039,60006
2022-09-07,187.500000,205.000000,186.000000,189.000000,187.519867,54755
2022-09-08,187.500000,190.000000,180.000000,182.500000,181.070770,18360
2022-09-09,182.500000,182.884995,175.000000,175.000000,173.629501,25761
2022-09-12,180.000000,185.000000,175.000000,180.000000,178.590347,17186
2022-09-13,195.000000,208.800003,186.500000,187.500000,186.031616,115936
2022-09-14,187.500000,201.500000,187.755005,200.000000,198.433716,40584
2022-09-15,200.000000,205.000000,195.000000,202.500000,200.914139,20842
2022-09-16,202.500000,210.000000,202.000000,205.000000,203.394562,15642
2022-09-20,205.000000,214.500000,205.884995,212.500000,210.835831,24725
2022-09-21,212.500000,220.000000,210.000000,215.000000,213.316254,39073
2022-09-22,215.000000,225.000000,210.000000,220.000000,218.277100,24773
2022-09-23,220.000000,225.000000,211.000000,212.500000,210.835831,34883
2022-09-26,212.500000,220.000000,210.000000,215.664993,213.976044,10045
2022-09-27,220.000000,238.000000,210.000000,215.000000,213.316254,86883
2022-09-28,215.000000,212.500000,192.000000,202.500000,200.914139,22212
2022-09-29,202.500000,210.000000,203.500000,202.500000,200.914139,15138
2022-09-30,202.500000,210.000000,196.000000,202.500000,200.914139,10393
2022-10-03,202.500000,210.000000,198.600006,202.500000,200.914139,11268
2022-10-04,202.500000,205.000000,198.600006,200.000000,198.433716,18521
2022-10-05,200.000000,214.000000,195.000000,207.500000,205.874985,23275
2022-10-06,207.500000,215.000000,206.550003,207.500000,205.874985,3846
2022-10-07,207.500000,219.000000,212.000000,212.500000,210.835831,10599
2022-10-10,212.500000,223.800003,212.000000,217.500000,215.796677,30008
2022-10-11,220.000000,225.000000,216.600006,217.500000,215.796677,6447
2022-10-12,217.500000,230.000000,223.000000,227.500000,225.718369,17254
2022-10-13,230.000000,249.000000,226.550003,245.000000,243.081314,69640
2022-10-14,245.000000,260.000000,240.550003,245.000000,243.081314,77005
2022-10-17,245.000000,274.000000,247.399994,265.000000,262.924683,96138
2022-10-18,265.000000,275.000000,265.000000,267.500000,265.405090,58274
2022-10-19,267.500000,275.000000,255.000000,260.000000,257.963867,42671
2022-10-20,260.000000,267.399994,258.000000,262.500000,260.444275,27890
2022-10-21,262.500000,265.000000,260.000000,265.000000,262.924683,38070
2022-10-24,265.000000,285.000000,260.000000,280.000000,277.807220,49404
2022-10-25,280.000000,283.000000,278.549988,280.000000,277.807220,18729
2022-10-26,280.000000,289.000000,280.000000,285.000000,282.768066,31508
2022-10-27,285.000000,295.000000,280.200012,280.000000,277.807220,45348
2022-10-28,280.000000,282.000000,278.000000,278.500000,276.318970,13858
2022-10-31,278.500000,281.649994,270.500000,272.500000,270.365936,33057
2022-11-01,272.500000,293.500000,270.000000,285.000000,282.768066,28722
2022-11-02,285.000000,294.700012,288.450012,290.000000,287.728912,28267
2022-11-03,287.500000,300.000000,289.500000,290.000000,287.728912,12232
2022-11-04,290.000000,300.000000,290.000000,295.000000,292.689758,14939
2022-11-07,290.000000,300.000000,290.334991,292.500000,290.209320,10130
2022-11-08,292.500000,299.700012,285.000000,295.000000,292.689758,21703
2022-11-09,292.500000,294.000000,288.000000,292.500000,290.209320,37664
2022-11-10,292.500000,291.200012,286.000000,285.000000,282.768066,12643
2022-11-11,285.000000,290.000000,282.500000,285.000000,282.768066,13245
2022-11-14,285.000000,290.000000,280.000000,285.000000,282.768066,70984
2022-11-15,285.000000,290.000000,280.000000,285.000000,282.768066,10252
2022-11-16,285.000000,290.000000,282.500000,287.500000,285.248474,8112
2022-11-17,287.500000,289.239990,285.000000,287.500000,285.248474,10533
2022-11-18,287.500000,290.000000,286.000000,287.500000,285.248474,6177
2022-11-21,287.500000,300.000000,286.549988,297.500000,295.170166,56765
2022-11-22,292.500000,315.000000,277.500000,312.500000,310.052673,49795
2022-11-23,312.500000,334.000000,315.000000,330.000000,327.415649,57309
2022-11-24,330.000000,353.750000,330.000000,345.000000,342.298157,120079
2022-11-25,345.000000,349.200012,335.000000,340.000000,337.337341,44728
2022-11-28,365.000000,400.000000,350.000000,352.500000,349.739441,460148
